response_datetime,problem,is_911_call,primary_offense,subject_injury,force_type,force_type_action,race,sex,age,type_resistance,precinct,neighborhood
12/6/2019 15:04,Emotionally Disturb Person ,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,Black,Male,35.0,Assaulted Officer                                                              ,3,Morris Park
12/6/2019 18:31,Disturbance ,Yes,TRSPAS  ,,Bodily Force,Neck Restraint: subject did not lose conciousness,Black,Male,15.0,Tensed                                                                         ,4,Folwell
12/6/2019 19:34,Person with a Gun ,Yes,CIC     ,,Bodily Force,Takedown,Black,Male,24.0,Other                                                                          ,3,Hiawatha
12/7/2019 0:20,Suspicious Vehicle ,No,DWI     ,,Bodily Force,Body Weight Pin,Black,Male,49.0,Verbal Non-Compliance                                                          ,4,Folwell
12/7/2019 0:20,Suspicious Vehicle ,No,DWI     ,,Bodily Force,Takedown,White,Female,46.0,Tensed                                                                         ,4,Folwell
12/7/2019 0:20,Suspicious Vehicle ,No,DWI     ,,Bodily Force,Body Weight Pin,White,Female,46.0,Verbal Non-Compliance                                                          ,4,Folwell
12/7/2019 0:20,Suspicious Vehicle ,No,DWI     ,,Taser,Touch,Black,Male,49.0,Verbal Non-Compliance                                                          ,4,Folwell
12/7/2019 0:20,Suspicious Vehicle ,No,DWI     ,,Bodily Force,Body Weight Pin,White,Female,46.0,Tensed                                                                         ,4,Folwell
12/7/2019 0:20,Suspicious Vehicle ,No,DWI     ,,Bodily Force,Punch,Black,Male,49.0,Verbal Non-Compliance                                                          ,4,Folwell
12/7/2019 0:20,Suspicious Vehicle ,No,DWI     ,,Bodily Force,Body Weight Pin,Black,Male,49.0,Verbal Non-Compliance                                                          ,4,Folwell
12/7/2019 0:20,Suspicious Vehicle ,No,DWI     ,,Bodily Force,Body Weight Pin,Black,Male,49.0,Other                                                                          ,4,Folwell
12/7/2019 0:20,Suspicious Vehicle ,No,DWI     ,,Bodily Force,Takedown,White,Female,46.0,Verbal Non-Compliance                                                          ,4,Folwell
12/7/2019 0:20,Suspicious Vehicle ,No,DWI     ,,Bodily Force,Knee,Black,Male,49.0,Verbal Non-Compliance                                                          ,4,Folwell
12/7/2019 0:20,Suspicious Vehicle ,No,DWI     ,,Bodily Force,Takedown,Black,Male,49.0,Verbal Non-Compliance                                                          ,4,Folwell
12/7/2019 2:35,Fight ,No,FORCE   ,,Chemical Irritant,Crowd Control Mace,Black,Male,,Commission of a Crime                                                          ,1,Downtown West
12/7/2019 2:35,Fight ,No,FORCE   ,,Chemical Irritant,Personal Mace,Black,Female,,Commission of a Crime                                                          ,1,Downtown West
12/7/2019 12:00,Burglary Dwlng In Progress ,Yes,STOLMV  ,,Bodily Force,Joint Lock,Black,Male,14.0,Fled on Foot                                                                   ,4,Jordan
12/7/2019 12:00,Burglary Dwlng In Progress ,Yes,STOLMV  ,,Bodily Force,Punch,Black,Male,14.0,Fled on Foot                                                                   ,4,Jordan
12/7/2019 12:38,Theft - Report Only ,No,TBLDG   ,,Bodily Force,Takedown,White,Female,51.0,Tensed                                                                         ,1,Downtown West
12/7/2019 13:25,Theft ,Yes,CIC     ,,Taser,Firing Darts,Black,Male,44.0,Other                                                                          ,4,Willard - Hay
12/8/2019 1:51,Fight ,No,ASLT2   ,,Bodily Force,Body Weight Pin,Black,Male,25.0,Commission of a Crime                                                          ,2,Nicollet Island - East Bank
12/8/2019 1:51,Fight ,No,ASLT2   ,,Bodily Force,Takedown,,Male,24.0,Commission of a Crime                                                          ,2,Nicollet Island - East Bank
12/8/2019 1:51,Fight ,No,ASLT2   ,,Taser,Touch,Black,Male,25.0,Commission of a Crime                                                          ,2,Nicollet Island - East Bank
12/8/2019 1:51,Fight ,No,ASLT2   ,,Taser,Touch,,Male,24.0,Commission of a Crime                                                          ,2,Nicollet Island - East Bank
12/8/2019 1:51,Fight ,No,ASLT2   ,,Taser,Touch,,Male,24.0,Commission of a Crime                                                          ,2,Nicollet Island - East Bank
12/8/2019 1:51,Fight ,No,ASLT2   ,,Bodily Force,Body Weight Pin,,Male,24.0,Commission of a Crime                                                          ,2,Nicollet Island - East Bank
12/8/2019 1:51,Fight ,No,ASLT2   ,,Bodily Force,Body Weight Pin,Black,Male,25.0,Tensed                                                                         ,2,Nicollet Island - East Bank
12/8/2019 1:51,Fight ,No,ASLT2   ,,Maximal Restraint Technique,Not Side Recovery Position,Black,Male,25.0,Tensed                                                                         ,2,Nicollet Island - East Bank
12/8/2019 1:51,Fight ,No,ASLT2   ,,Bodily Force,Body Weight Pin,,Male,24.0,Verbal Non-Compliance                                                          ,2,Nicollet Island - East Bank
12/8/2019 1:51,Fight ,No,ASLT2   ,,Taser,Touch,Black,Male,25.0,Tensed                                                                         ,2,Nicollet Island - East Bank
12/8/2019 1:51,Fight ,No,ASLT2   ,,Chemical Irritant,Personal Mace,,Male,24.0,Commission of a Crime                                                          ,2,Nicollet Island - East Bank
12/8/2019 1:51,Fight ,No,ASLT2   ,,Maximal Restraint Technique,Not Side Recovery Position,,Male,24.0,Verbal Non-Compliance                                                          ,2,Nicollet Island - East Bank
12/8/2019 1:51,Fight ,No,ASLT2   ,,Bodily Force,Body Weight Pin,,Male,24.0,Verbal Non-Compliance                                                          ,2,Nicollet Island - East Bank
12/8/2019 1:51,Fight ,No,ASLT2   ,,Bodily Force,Body Weight Pin,Black,Male,25.0,Tensed                                                                         ,2,Nicollet Island - East Bank
12/8/2019 1:51,Fight ,No,ASLT2   ,,Taser,Touch,,Male,24.0,Verbal Non-Compliance                                                          ,2,Nicollet Island - East Bank
12/8/2019 1:51,Fight ,No,ASLT2   ,,Bodily Force,Body Weight Pin,,Male,24.0,Commission of a Crime                                                          ,2,Nicollet Island - East Bank
12/8/2019 1:51,Fight ,No,ASLT2   ,,Taser,Touch,,Male,24.0,Verbal Non-Compliance                                                          ,2,Nicollet Island - East Bank
12/8/2019 1:51,Fight ,No,ASLT2   ,,Bodily Force,Joint Lock,,Male,24.0,Commission of a Crime                                                          ,2,Nicollet Island - East Bank
12/8/2019 1:51,Fight ,No,ASLT2   ,,Bodily Force,Takedown,Black,Male,25.0,Tensed                                                                         ,2,Nicollet Island - East Bank
12/9/2019 3:00,Indecent Exposure ,Yes,INDEX   ,,Taser,Firing Darts,Black,Male,23.0,Fled on Foot                                                                   ,2,Marcy Holmes
12/9/2019 3:00,Indecent Exposure ,Yes,INDEX   ,,Bodily Force,Body Weight Pin,Black,Male,23.0,Fled on Foot                                                                   ,2,Marcy Holmes
12/9/2019 3:00,Indecent Exposure ,Yes,INDEX   ,,Taser,Firing Darts,Black,Male,23.0,Fled on Foot                                                                   ,2,Marcy Holmes
12/10/2019 16:19,Check the Welfare ,Yes,CIC     ,,Bodily Force,Body Weight Pin,White,Male,22.0,Tensed                                                                         ,1,North Loop
12/11/2019 11:01,Suspicious Vehicle ,No,STOLMV  ,,Taser,Firing Darts,Native American,Male,41.0,Fled on Foot                                                                   ,3,Ventura Village
12/12/2019 12:40,Disturbance ,No,ASLT4   ,,Bodily Force,Body Weight Pin,Black,Female,17.0,Assaulted Officer                                                              ,5,Tangletown
12/12/2019 12:40,Disturbance ,No,ASLT4   ,,Bodily Force,Push Away,Black,Female,17.0,Assaulted Officer                                                              ,5,Tangletown
12/12/2019 12:40,Disturbance ,No,ASLT4   ,,Bodily Force,Body Weight Pin,Black,Male,15.0,Assaulted Officer                                                              ,5,Tangletown
12/12/2019 12:40,Disturbance ,No,ASLT4   ,,Bodily Force,Joint Lock,Black,Female,17.0,Assaulted Officer                                                              ,5,Tangletown
12/12/2019 12:40,Disturbance ,No,ASLT4   ,,Bodily Force,Takedown,Black,Male,15.0,Assaulted Officer                                                              ,5,Tangletown
12/12/2019 12:40,Disturbance ,No,ASLT4   ,,Bodily Force,Joint Lock,Black,Male,15.0,Assaulted Officer                                                              ,5,Tangletown
12/12/2019 12:40,Disturbance ,No,ASLT4   ,,Bodily Force,Push Away,Black,Male,15.0,Assaulted Officer                                                              ,5,Tangletown
12/12/2019 12:40,Disturbance ,No,ASLT4   ,,Bodily Force,Takedown,Black,Female,17.0,Assaulted Officer                                                              ,5,Tangletown
12/13/2019 0:35,Suspicious Vehicle ,No,NARC    ,,Bodily Force,Body Weight Pin,Black,Male,30.0,Other                                                                          ,5,CARAG
12/13/2019 0:35,Suspicious Vehicle ,No,NARC    ,,Bodily Force,Takedown,Black,Male,30.0,Other                                                                          ,5,CARAG
12/13/2019 0:35,Suspicious Vehicle ,No,NARC    ,,Bodily Force,Takedown,Black,Male,30.0,Other                                                                          ,5,CARAG
12/13/2019 0:35,Suspicious Vehicle ,No,NARC    ,,Bodily Force,Body Weight Pin,Black,Male,30.0,Other                                                                          ,5,CARAG
12/13/2019 1:03,Disturbance ,No,WT      ,,Bodily Force,Takedown,Black,Male,42.0,Tensed                                                                         ,5,CARAG
12/13/2019 1:03,Disturbance ,No,WT      ,,Bodily Force,Takedown,Black,Male,42.0,Fled on Foot                                                                   ,5,CARAG
12/13/2019 1:03,Disturbance ,No,WT      ,,Bodily Force,Body Weight Pin,Black,Male,42.0,Tensed                                                                         ,5,CARAG
12/13/2019 19:16,Traffic Law Enforcement ,No,NARC    ,,Bodily Force,Takedown,Native American,Female,20.0,Other                                                                          ,2,Holland
12/13/2019 19:16,Traffic Law Enforcement ,No,NARC    ,,Bodily Force,Joint Lock,Native American,Female,20.0,Other                                                                          ,2,Holland
12/13/2019 19:16,Traffic Law Enforcement ,No,NARC    ,,Bodily Force,Body Weight Pin,Native American,Female,20.0,Other                                                                          ,2,Holland
12/13/2019 19:16,Traffic Law Enforcement ,No,NARC    ,,Bodily Force,Body Weight Pin,Native American,Female,20.0,Other                                                                          ,2,Holland
12/13/2019 19:16,Traffic Law Enforcement ,No,NARC    ,,Bodily Force,Joint Lock,Native American,Female,20.0,Other                                                                          ,2,Holland
12/14/2019 0:48,Assault in Progress ,Yes,OBSTRU  ,,Bodily Force,Body Weight Pin,White,Male,,Assaulted Officer                                                              ,5,Linden Hills
12/14/2019 0:48,Assault in Progress ,Yes,OBSTRU  ,,Bodily Force,Body Weight Pin,White,Male,,Other                                                                          ,5,Linden Hills
12/14/2019 0:48,Assault in Progress ,Yes,OBSTRU  ,,Chemical Irritant,Personal Mace,White,Male,,Assaulted Officer                                                              ,5,Linden Hills
12/14/2019 0:48,Assault in Progress ,Yes,OBSTRU  ,,Bodily Force,Body Weight Pin,White,Male,,,5,Linden Hills
12/14/2019 0:48,Assault in Progress ,Yes,OBSTRU  ,,Bodily Force,Body Weight Pin,White,Male,,Assaulted Officer                                                              ,5,Linden Hills
12/14/2019 0:48,Assault in Progress ,Yes,OBSTRU  ,,Bodily Force,Takedown,White,Male,,Assaulted Officer                                                              ,5,Linden Hills
12/14/2019 0:48,Assault in Progress ,Yes,OBSTRU  ,,Improvised Weapon,Other Improvised Weapon,White,Male,,Assaulted Officer                                                              ,5,Linden Hills
12/14/2019 0:48,Assault in Progress ,Yes,OBSTRU  ,,Taser,Firing Darts,White,Male,,Assaulted Officer                                                              ,5,Linden Hills
12/14/2019 5:11,Fight ,Yes,ASLT5   ,,Bodily Force,Takedown,Black,Male,21.0,Verbal Non-Compliance                                                          ,1,Cedar Riverside
12/14/2019 5:11,Fight ,Yes,ASLT5   ,,Bodily Force,Body Weight Pin,Black,Male,21.0,Verbal Non-Compliance                                                          ,1,Cedar Riverside
12/14/2019 5:11,Fight ,Yes,ASLT5   ,,Bodily Force,Body Weight Pin,Black,Male,21.0,Verbal Non-Compliance                                                          ,1,Cedar Riverside
12/14/2019 5:11,Fight ,Yes,ASLT5   ,,Bodily Force,Takedown,Black,Male,21.0,Verbal Non-Compliance                                                          ,1,Cedar Riverside
12/14/2019 20:45,Unknown Trouble ,Yes,MISC    ,,Bodily Force,Body Weight Pin,Black,Male,39.0,Tensed                                                                         ,4,Harrison
12/17/2019 1:48,Poss Personal Injury Acc ,Yes,DWIREF  ,,Bodily Force,Push Away,Black,Male,29.0,Other                                                                          ,4,Harrison
12/19/2019 0:35,Domestic ,Yes,OBSTRU  ,,Bodily Force,Push Away,Black,Male,,Other                                                                          ,4,Near - North
12/19/2019 0:35,Domestic ,Yes,OBSTRU  ,,Chemical Irritant,Personal Mace,Black,Male,,Other                                                                          ,4,Near - North
12/19/2019 22:48,Damage Property-In Progress,Yes,DAMMV   ,,Bodily Force,Joint Lock,White,Female,27.0,Commission of a Crime                                                          ,3,Howe
12/19/2019 22:48,Damage Property-In Progress,Yes,DAMMV   ,,Bodily Force,Body Weight Pin,White,Female,27.0,Commission of a Crime                                                          ,3,Howe
12/20/2019 1:45,Attempt Pick-Up ,No,FINFO   ,,Bodily Force,Push Away,Black,Male,20.0,Other                                                                          ,2,University of Minnesota
12/20/2019 1:45,Attempt Pick-Up ,No,FINFO   ,,Taser,Display,Black,Male,20.0,Fled on Foot                                                                   ,2,University of Minnesota
12/20/2019 1:45,Attempt Pick-Up ,No,FINFO   ,,Bodily Force,Body Weight Pin,Black,Male,20.0,Other                                                                          ,2,University of Minnesota
12/20/2019 1:45,Attempt Pick-Up ,No,FINFO   ,,Bodily Force,Body Weight Pin,Black,Male,21.0,Fled on Foot                                                                   ,2,University of Minnesota
12/20/2019 1:45,Attempt Pick-Up ,No,FINFO   ,,Taser,Touch,Black,Male,21.0,Fled on Foot                                                                   ,2,University of Minnesota
12/20/2019 1:45,Attempt Pick-Up ,No,FINFO   ,,Maximal Restraint Technique,Not Side Recovery Position,Black,Male,20.0,Verbal Non-Compliance                                                          ,2,University of Minnesota
12/20/2019 1:45,Attempt Pick-Up ,No,FINFO   ,,Maximal Restraint Technique,Side Recovery Position,Black,Male,21.0,Fled on Foot                                                                   ,2,University of Minnesota
12/20/2019 1:45,Attempt Pick-Up ,No,FINFO   ,,Bodily Force,Body Weight Pin,Black,Male,19.0,Assaulted Officer                                                              ,2,University of Minnesota
12/20/2019 1:45,Attempt Pick-Up ,No,FINFO   ,,Bodily Force,Body Weight Pin,Black,Male,21.0,Fled on Foot                                                                   ,2,University of Minnesota
12/20/2019 1:45,Attempt Pick-Up ,No,FINFO   ,,Taser,Red Dot,Black,Male,20.0,Verbal Non-Compliance                                                          ,2,University of Minnesota
12/20/2019 14:10,Suspicious Person ,Yes,CIC     ,,Bodily Force,Body Weight Pin,Black,Male,38.0,,4,Hawthorne
12/20/2019 14:10,Suspicious Person ,Yes,CIC     ,,Bodily Force,Push Away,Black,Male,38.0,,4,Hawthorne
12/22/2019 0:31,Unknown Trouble ,No,DISCON  ,,Bodily Force,Body Weight Pin,Black,Male,23.0,Tensed                                                                         ,1,Downtown West
12/22/2019 0:31,Unknown Trouble ,No,DISCON  ,,Taser,Firing Darts,Black,Male,23.0,Tensed                                                                         ,1,Downtown West
12/22/2019 0:31,Unknown Trouble ,No,DISCON  ,,Chemical Irritant,Personal Mace,Black,Male,23.0,Tensed                                                                         ,1,Downtown West
12/22/2019 0:31,Unknown Trouble ,No,DISCON  ,,Bodily Force,Takedown,Black,Male,23.0,Tensed                                                                         ,1,Downtown West
12/22/2019 0:31,Unknown Trouble ,No,DISCON  ,,Bodily Force,Body Weight Pin,Black,Male,23.0,Verbal Non-Compliance                                                          ,1,Downtown West
12/22/2019 1:52,Stabbing ,Yes,ASLT2   ,,Bodily Force,Punch,Black,Male,25.0,Assaulted Officer                                                              ,4,Cleveland
12/22/2019 1:52,Stabbing ,Yes,ASLT2   ,,Bodily Force,Push Away,Black,Male,25.0,Assaulted Officer                                                              ,4,Cleveland
12/22/2019 1:52,Stabbing ,Yes,ASLT2   ,,Bodily Force,Takedown,Black,Male,25.0,Assaulted Officer                                                              ,4,Cleveland
12/22/2019 1:52,Stabbing ,Yes,ASLT2   ,,Bodily Force,Body Weight Pin,Black,Male,25.0,Assaulted Officer                                                              ,4,Cleveland
12/22/2019 1:52,Stabbing ,Yes,ASLT2   ,,Bodily Force,Body Weight Pin,Black,Male,25.0,Assaulted Officer                                                              ,4,Cleveland
12/22/2019 1:52,Stabbing ,Yes,ASLT2   ,,Bodily Force,Takedown,Black,Male,25.0,Assaulted Officer                                                              ,4,Cleveland
12/22/2019 1:52,Stabbing ,Yes,ASLT2   ,,Bodily Force,Joint Lock,Black,Male,25.0,Assaulted Officer                                                              ,4,Cleveland
12/22/2019 1:52,Stabbing ,Yes,ASLT2   ,,Bodily Force,Takedown,Black,Male,25.0,Assaulted Officer                                                              ,4,Cleveland
12/22/2019 1:52,Stabbing ,Yes,ASLT2   ,,Bodily Force,Joint Lock,Black,Male,25.0,Assaulted Officer                                                              ,4,Cleveland
12/22/2019 2:28,Fight ,No,FORCE   ,,Chemical Irritant,Personal Mace,,Female,,Verbal Non-Compliance                                                          ,1,Downtown West
12/22/2019 18:15,Music-Loud ,Yes,NARC    ,,Bodily Force,Body Weight Pin,Black,Male,31.0,,5,Whittier
12/22/2019 18:15,Music-Loud ,Yes,NARC    ,,Chemical Irritant,Personal Mace,Black,Male,31.0,Other                                                                          ,5,Whittier
12/22/2019 18:15,Music-Loud ,Yes,NARC    ,,Bodily Force,Takedown,Black,Male,31.0,,5,Whittier
12/23/2019 23:54,Assault in Progress ,Yes,CIC     ,,Bodily Force,Knee,White,Male,28.0,,5,Whittier
12/23/2019 23:54,Assault in Progress ,Yes,CIC     ,,Bodily Force,Body Weight Pin,White,Male,28.0,Tensed                                                                         ,5,Whittier
12/23/2019 23:54,Assault in Progress ,Yes,CIC     ,,Bodily Force,Body Weight Pin,White,Male,28.0,,5,Whittier
12/23/2019 23:54,Assault in Progress ,Yes,CIC     ,,Bodily Force,Body Weight Pin,White,Male,28.0,,5,Whittier
12/23/2019 23:54,Assault in Progress ,Yes,CIC     ,,Bodily Force,Takedown,White,Male,28.0,,5,Whittier
12/23/2019 23:54,Assault in Progress ,Yes,CIC     ,,Taser,Red Dot,White,Male,28.0,,5,Whittier
12/24/2019 21:28,Unwanted Person ,Yes,OBSTRU  ,,Bodily Force,Takedown,Black,Female,28.0,Tensed                                                                         ,1,Downtown West
12/24/2019 21:28,Unwanted Person ,Yes,OBSTRU  ,,Bodily Force,Body Weight Pin,Black,Female,28.0,Tensed                                                                         ,1,Downtown West
12/26/2019 13:44,Traffic Law Enforcement ,No,DAR     ,,Bodily Force,Takedown,Black,Male,38.0,Other                                                                          ,4,Near - North
12/26/2019 18:21,Narcotics ,Yes,NARC    ,,Taser,Firing Darts,Black,Male,32.0,Fled on Foot                                                                   ,4,Folwell
12/27/2019 11:51,Trespass in Boarded Dwell ,Yes,ASLT4   ,,Bodily Force,Takedown,,Male,47.0,Assaulted Officer                                                              ,3,Central
12/27/2019 11:51,Trespass in Boarded Dwell ,Yes,ASLT4   ,,Bodily Force,Body Weight Pin,,Male,47.0,Assaulted Officer                                                              ,3,Central
12/27/2019 11:51,Trespass in Boarded Dwell ,Yes,ASLT4   ,,Bodily Force,Knee,,Male,47.0,Assaulted Officer                                                              ,3,Central
12/27/2019 11:51,Trespass in Boarded Dwell ,Yes,ASLT4   ,,Bodily Force,Punch,,Male,47.0,Assaulted Officer                                                              ,3,Central
12/28/2019 2:17,Disturbance ,No,FORCE   ,,Bodily Force,Push Away,Black,Male,,Commission of a Crime                                                          ,1,Downtown West
12/28/2019 2:17,Disturbance ,No,FORCE   ,,Bodily Force,Punch,Black,Male,,Commission of a Crime                                                          ,1,Downtown West
12/28/2019 2:17,Disturbance ,No,FORCE   ,,Taser,Red Dot,Black,Male,,Commission of a Crime                                                          ,1,Downtown West
12/28/2019 2:17,Disturbance ,No,FORCE   ,,Chemical Irritant,Personal Mace,Black,Male,,Commission of a Crime                                                          ,1,Downtown West
12/29/2019 2:31,Disturbance ,No,DISCON  ,,Chemical Irritant,Personal Mace,White,Male,,Commission of a Crime                                                          ,1,Downtown West
12/29/2019 2:31,Disturbance ,No,DISCON  ,,Chemical Irritant,Personal Mace,White,Female,,Commission of a Crime                                                          ,1,Downtown West
12/29/2019 2:31,Disturbance ,No,DISCON  ,,Chemical Irritant,Personal Mace,White,Male,,Commission of a Crime                                                          ,1,Downtown West
12/29/2019 17:13,Traffic Law Enforcement ,No,MJINMV  ,,Bodily Force,Body Weight Pin,Black,Male,26.0,Verbal Non-Compliance                                                          ,4,Hawthorne
12/29/2019 17:13,Traffic Law Enforcement ,No,MJINMV  ,,Bodily Force,Takedown,Black,Male,26.0,Verbal Non-Compliance                                                          ,4,Hawthorne
12/29/2019 17:13,Traffic Law Enforcement ,No,MJINMV  ,,Bodily Force,Takedown,Black,Male,26.0,Verbal Non-Compliance                                                          ,4,Hawthorne
12/29/2019 22:26,Customer Trouble ,Yes,THEFT   ,,Bodily Force,Joint Lock,Black,Male,27.0,Tensed                                                                         ,1,Cedar Riverside
12/29/2019 22:26,Customer Trouble ,Yes,THEFT   ,,Bodily Force,Body Weight Pin,Black,Male,27.0,Tensed                                                                         ,1,Cedar Riverside
12/29/2019 22:26,Customer Trouble ,Yes,THEFT   ,,Taser,Arcing,Black,Male,27.0,Tensed                                                                         ,1,Cedar Riverside
12/30/2019 2:44,Disturbance ,Yes,CIC     ,,Chemical Irritant,Personal Mace,White,Female,23.0,Verbal Non-Compliance                                                          ,5,CARAG
12/30/2019 2:44,Disturbance ,Yes,CIC     ,,Bodily Force,Body Weight Pin,White,Female,23.0,Verbal Non-Compliance                                                          ,5,CARAG
12/30/2019 17:59,Emotionally Disturb Person ,No,CIC     ,,Bodily Force,Takedown,Black,Male,36.0,Tensed                                                                         ,3,Phillips West
12/31/2019 18:09,Theft - Report Only ,No,THEFT   ,,Bodily Force,Joint Lock,Black,Female,,Tensed                                                                         ,1,Downtown West
12/31/2019 18:09,Theft - Report Only ,No,THEFT   ,,Bodily Force,Body Weight Pin,Black,Female,,Tensed                                                                         ,1,Downtown West
12/31/2019 22:52,Unknown Trouble ,Yes,OBSTRU  ,,Bodily Force,Body Weight Pin,Black,Male,29.0,Tensed                                                                         ,5,Steven's Square - Loring Heights
12/31/2019 22:52,Unknown Trouble ,Yes,OBSTRU  ,,Bodily Force,Takedown,Black,Male,29.0,Verbal Non-Compliance                                                          ,5,Steven's Square - Loring Heights
12/31/2019 22:52,Unknown Trouble ,Yes,OBSTRU  ,,Bodily Force,Joint Lock,Black,Male,29.0,Verbal Non-Compliance                                                          ,5,Steven's Square - Loring Heights
12/31/2019 22:52,Unknown Trouble ,Yes,OBSTRU  ,,Bodily Force,Takedown,Black,Male,29.0,Verbal Non-Compliance                                                          ,5,Steven's Square - Loring Heights
12/31/2019 23:13,Assist-Public ,Yes,WT      ,,Bodily Force,Joint Lock,White,Male,38.0,Tensed                                                                         ,5,Lowry Hill East
1/1/2020 0:21,Domestic ,Yes,TLE     ,,Bodily Force,Push Away,Black,Male,36.0,Verbal Non-Compliance                                                          ,4,Near - North
1/1/2020 0:45,Fight ,Yes,ASLT5   ,,Bodily Force,Takedown,White,Male,20.0,,2,University of Minnesota
1/1/2020 2:23,Assist EMS Personnel ,No,ASLT5   ,,Chemical Irritant,Personal Mace,Black,Male,,Commission of a Crime                                                          ,2,Bottineau
1/1/2020 2:39,Disturbance ,No,DISCON  ,,Bodily Force,Push Away,,Female,,Verbal Non-Compliance                                                          ,1,Downtown West
1/1/2020 2:39,Disturbance ,No,DISCON  ,,Bodily Force,Body Weight Pin,,Female,,Verbal Non-Compliance                                                          ,1,Downtown West
1/1/2020 8:38,Slumper w/Fire ,Yes,OBSTRU  ,,Bodily Force,Joint Lock,White,Male,22.0,Fled in a Vehicle                                                              ,3,Ventura Village
1/1/2020 8:38,Slumper w/Fire ,Yes,OBSTRU  ,,Bodily Force,Body Weight Pin,White,Male,22.0,Fled in a Vehicle                                                              ,3,Ventura Village
1/1/2020 8:38,Slumper w/Fire ,Yes,OBSTRU  ,,Taser,Touch,White,Male,22.0,Fled in a Vehicle                                                              ,3,Ventura Village
1/1/2020 12:21,Unknown Trouble ,Yes,FLEE    ,,Bodily Force,Body Weight Pin,Black,Male,35.0,Fled in a Vehicle                                                              ,4,Webber - Camden
1/1/2020 12:21,Unknown Trouble ,Yes,FLEE    ,,Bodily Force,Takedown,Black,Male,35.0,Fled in a Vehicle                                                              ,4,Webber - Camden
1/1/2020 12:21,Unknown Trouble ,Yes,FLEE    ,,Bodily Force,Body Weight Pin,Black,Male,35.0,Fled in a Vehicle                                                              ,4,Webber - Camden
1/2/2020 13:34,Person with a Gun ,Yes,DASLT2  ,,Taser,Firing Darts,Black,Male,26.0,Fled on Foot                                                                   ,5,Tangletown
1/2/2020 14:12,Disturbance ,Yes,OBSTRU  ,,Bodily Force,Punch,Black,Male,48.0,Fled on Foot                                                                   ,1,Downtown West
1/2/2020 14:12,Disturbance ,Yes,OBSTRU  ,,Bodily Force,Body Weight Pin,Black,Male,48.0,Fled on Foot                                                                   ,1,Downtown West
1/2/2020 18:15,Customer Trouble ,Yes,ASLT4   ,,Taser,Firing Darts,White,Male,42.0,Assaulted Officer                                                              ,5,Lyndale
1/2/2020 23:38,Suspicious Vehicle ,No,GRSRPT  ,,Bodily Force,Takedown,White,Male,52.0,Verbal Non-Compliance                                                          ,5,Lowry Hill East
1/3/2020 13:07,Recover Vehicle ,No,RECVEH  ,,Bodily Force,Body Weight Pin,Black,Male,24.0,Commission of a Crime                                                          ,3,Ventura Village
1/3/2020 13:07,Recover Vehicle ,No,RECVEH  ,,Bodily Force,Takedown,Black,Male,24.0,Commission of a Crime                                                          ,3,Ventura Village
1/3/2020 14:44,Disturbance ,Yes,WEAP    ,,Bodily Force,Body Weight Pin,Black,Male,17.0,Tensed                                                                         ,4,Cleveland
1/3/2020 14:44,Disturbance ,Yes,WEAP    ,,Bodily Force,Takedown,Black,Male,17.0,Other                                                                          ,4,Cleveland
1/3/2020 14:44,Disturbance ,Yes,WEAP    ,,Bodily Force,Joint Lock,Black,Male,17.0,Tensed                                                                         ,4,Cleveland
1/3/2020 14:44,Disturbance ,Yes,WEAP    ,,Bodily Force,Takedown,Black,Male,17.0,Tensed                                                                         ,4,Cleveland
1/3/2020 14:44,Disturbance ,Yes,WEAP    ,,Taser,Touch,Black,Male,17.0,Tensed                                                                         ,4,Cleveland
1/3/2020 14:44,Disturbance ,Yes,WEAP    ,,Bodily Force,Takedown,Black,Male,17.0,Other                                                                          ,4,Cleveland
1/5/2020 1:45,Assault in Progress ,Yes,WT      ,,Bodily Force,Body Weight Pin,Black,Male,37.0,Other                                                                          ,5,Lowry Hill East
1/5/2020 1:45,Assault in Progress ,Yes,WT      ,,Bodily Force,Push Away,Black,Male,37.0,Other                                                                          ,5,Lowry Hill East
1/5/2020 1:45,Assault in Progress ,Yes,WT      ,,Bodily Force,Takedown,Black,Male,37.0,Other                                                                          ,5,Lowry Hill East
1/5/2020 13:24,Person with a Gun ,Yes,ASLT2   ,,Bodily Force,Body Weight Pin,Black,Male,35.0,Commission of a Crime                                                          ,1,Elliot Park
1/5/2020 13:24,Person with a Gun ,Yes,ASLT2   ,,Bodily Force,Takedown,Black,Male,35.0,Fled on Foot                                                                   ,1,Elliot Park
1/5/2020 13:24,Person with a Gun ,Yes,ASLT2   ,,Bodily Force,Punch,Black,Male,35.0,Commission of a Crime                                                          ,1,Elliot Park
1/6/2020 7:33,Check the Welfare ,No,CIC     ,,Bodily Force,Body Weight Pin,Black,Female,27.0,Verbal Non-Compliance                                                          ,3,Corcoran
1/6/2020 7:33,Check the Welfare ,No,CIC     ,,Bodily Force,Punch,Black,Female,27.0,Verbal Non-Compliance                                                          ,3,Corcoran
1/6/2020 7:33,Check the Welfare ,No,CIC     ,,Bodily Force,Takedown,Black,Female,27.0,Verbal Non-Compliance                                                          ,3,Corcoran
1/6/2020 7:33,Check the Welfare ,No,CIC     ,,Bodily Force,Kicks,Black,Female,27.0,Assaulted Officer                                                              ,3,Corcoran
